hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
1,160,0.0,11.65,12.1,96.76,4.047,13.14
2,160,5.27,14.13,14.49,92.86,0.997,32.45
10,209,842.33,23.13,51.14,35.32,1.168,563.55
4,183,2.83,14.14,13.55,100.0,1.603,12.96
17,248,307.62,23.79,34.6,63.86,6.716,549.0
0,145,0.0,15.53,16.41,94.64,7.251,0.0
4,235,0.0,17.18,17.37,95.75,3.351,0.0
11,344,476.37,33.33,49.55,38.84,1.853,348.73
23,148,0.0,14.08,14.2,92.28,5.679,0.0
4,318,3.41,23.21,23.95,96.29,2.923,14.24
23,219,0.0,14.56,14.54,96.96,1.122,14.27
0,145,0.0,15.98,16.09,95.38,4.287,9.93
21,281,0.78,18.74,18.01,95.98,1.642,0.82
21,100,3.72,19.65,19.95,93.68,2.339,0.97
16,155,527.19,19.22,35.75,53.91,5.286,417.06
11,135,985.01,22.82,52.72,31.69,1.792,657.49
7,31,226.18,26.13,32.47,60.87,3.149,177.21
15,67,493.91,25.24,39.92,44.0,2.156,810.97
22,68,0.0,18.23,18.5,94.16,1.756,0.0
10,337,467.05,32.87,47.2,39.19,3.62,755.22
5,104,5.42,20.63,19.65,89.59,4.519,14.8
17,98,298.59,23.79,33.7,64.48,2.29,533.68
22,30,14.59,23.3,24.38,91.82,2.436,24.46
4,268,0.0,19.94,19.86,93.92,4.446,6.52
11,312,543.58,30.02,47.24,38.93,4.248,608.49
20,177,3.4,16.03,13.82,93.5,2.501,0.0
16,217,507.17,24.08,40.01,58.18,2.49,76.24
10,34,484.23,30.59,45.87,44.92,1.9,562.19
7,214,349.81,23.73,35.05,68.09,1.419,621.66
4,120,0.17,17.12,18.61,94.29,2.677,0.0
10,323,475.44,32.14,45.7,42.16,0.359,782.93
5,29,38.81,26.31,27.55,87.05,1.668,28.45
14,294,561.45,32.34,49.23,38.59,2.61,620.6
15,231,615.26,26.22,46.3,42.52,7.136,1036.13
4,28,4.07,21.75,22.79,96.67,2.283,11.54
7,107,342.79,23.05,34.18,67.92,3.137,573.03
10,140,868.78,21.08,47.6,40.81,2.337,620.04
14,184,897.91,22.75,49.5,37.54,4.547,1469.2
12,262,800.56,25.85,51.4,29.77,1.671,1273.67
9,122,677.82,23.64,44.55,44.79,1.004,1150.4
1,101,0.0,17.39,16.84,91.7,4.213,3.43
21,38,0.0,22.84,24.29,95.05,2.631,16.3
15,153,699.19,21.76,44.52,45.36,2.37,1173.76
2,9,4.72,22.9,23.21,95.8,2.531,19.55
17,103,306.02,23.01,32.13,64.8,5.955,353.07
21,216,5.36,16.62,17.55,96.36,1.861,8.05
18,354,112.53,30.37,31.79,78.16,5.827,183.95
4,171,11.3,16.32,16.15,93.52,6.405,4.59
12,302,636.49,30.54,49.75,33.67,1.343,1021.42
13,229,886.88,25.91,53.94,33.77,4.669,599.44
20,365,0.0,25.58,24.07,96.72,2.173,0.0
11,132,943.04,24.5,54.63,33.77,1.785,999.74
18,232,198.92,20.14,26.01,76.77,1.91,60.82
12,328,555.14,32.14,49.61,33.75,3.177,919.19
11,193,960.46,22.41,52.85,34.08,0.769,1530.36
5,212,7.53,17.58,18.9,87.61,2.798,0.0
19,310,0.0,27.91,27.94,84.41,2.483,0.0
8,212,527.93,22.56,40.31,55.04,5.618,365.75
14,180,904.16,23.0,50.24,35.51,1.953,1436.45
23,4,2.91,22.12,22.96,98.98,2.377,0.0
16,57,340.48,28.96,39.64,50.52,4.209,585.72
0,182,0.0,13.62,13.56,94.27,2.56,0.0
15,4,370.9,32.08,43.56,53.05,3.653,267.33
17,137,352.82,18.74,30.16,67.05,2.326,620.82
19,300,16.49,22.84,23.58,88.5,1.719,25.07
12,51,659.93,31.22,50.97,39.53,2.729,748.29
4,19,12.61,24.52,26.29,98.23,1.889,18.52
1,217,0.43,17.09,17.47,94.87,4.813,19.87
9,104,624.12,28.18,48.01,47.43,4.382,702.48
11,241,827.52,25.81,50.41,29.91,1.295,1334.21
14,36,520.62,31.41,47.71,42.97,5.006,862.55
17,126,328.32,20.64,30.6,66.3,2.918,576.55
14,12,449.46,33.24,47.56,46.18,0.682,292.65
3,125,4.55,14.01,13.77,94.61,4.05,6.67
15,47,431.25,30.26,42.54,48.59,3.271,729.28
3,242,1.59,16.94,16.2,94.31,0.945,6.02
7,133,377.93,20.03,31.47,60.29,0.725,652.97
23,20,12.22,23.05,23.24,94.17,4.077,2.91
0,295,20.45,22.61,22.61,93.97,1.482,13.47
5,224,0.0,16.9,16.59,91.0,4.196,16.85
21,296,2.56,21.87,23.46,92.44,2.26,0.0
16,40,329.07,31.9,42.22,52.82,2.492,529.75
17,35,213.84,28.13,36.07,64.57,2.913,361.69
11,330,535.7,34.29,51.03,40.9,1.322,349.72
7,173,387.72,18.91,30.97,70.28,5.266,284.46
3,159,0.0,15.09,16.12,96.25,4.624,2.68
8,263,391.89,27.82,41.07,57.11,2.227,690.68
23,89,9.96,13.72,14.52,99.46,2.839,0.0
9,365,369.38,32.9,44.25,45.88,3.214,245.72
10,89,722.2,26.57,48.1,39.14,1.599,1179.63
6,205,215.95,19.64,27.16,78.95,3.106,386.08
6,74,184.88,23.46,28.71,75.71,0.793,304.18
14,44,560.76,29.2,47.49,38.54,1.518,360.65
7,181,364.3,18.82,29.59,64.79,2.609,269.44
5,286,0.1,21.22,21.64,86.51,2.582,15.57
1,126,8.05,19.21,18.98,100.0,2.127,21.77
14,353,436.75,31.02,45.02,40.08,5.84,740.55
10,243,745.21,26.39,49.01,36.76,0.526,466.3
5,234,6.94,18.41,18.45,86.19,2.223,0.66
11,360,535.98,30.93,48.04,38.8,1.998,855.34
8,275,396.18,25.41,36.45,56.41,1.991,275.35
23,317,0.0,23.69,23.13,98.63,0.305,0.0
0,206,23.53,15.61,16.13,92.32,2.267,0.0
16,310,329.22,31.69,40.85,58.89,3.049,553.61
4,257,0.0,18.14,19.52,91.39,0.819,14.73
16,10,293.53,34.27,42.84,58.71,3.042,67.8
1,241,7.19,15.59,14.44,93.56,2.84,2.34
11,48,610.77,29.27,49.57,33.25,3.734,395.66
20,267,3.67,19.87,20.26,92.6,3.6,25.22
8,329,290.85,31.81,40.31,56.19,3.798,181.66
14,314,486.52,33.62,47.85,43.14,1.844,553.73
23,118,24.48,14.67,15.35,97.64,3.306,5.32
13,5,505.65,30.92,45.49,31.85,2.401,839.5
3,148,0.53,13.88,14.89,95.62,3.228,4.32
16,271,389.1,27.13,40.55,55.75,2.94,628.94
4,60,9.04,18.8,20.06,100.0,2.596,20.42
15,26,384.03,31.09,42.7,51.14,0.278,278.7
13,109,897.29,24.12,53.32,29.02,2.708,988.02
14,13,487.81,31.12,45.69,46.16,1.591,293.05
15,64,505.99,27.26,43.14,50.02,3.519,333.75
23,237,12.88,14.38,14.05,99.78,2.572,19.75
7,211,350.0,22.7,34.5,62.73,0.971,617.78
13,322,506.46,31.34,47.75,37.9,3.207,816.88
23,30,0.0,20.34,21.7,93.99,1.744,0.0
11,112,883.32,25.11,52.14,29.72,2.469,558.57
4,132,10.12,13.81,14.54,91.81,0.821,25.87
18,223,213.38,18.91,24.88,77.6,0.835,423.96
15,296,437.81,29.06,42.63,48.6,0.864,737.62
12,228,948.44,24.85,55.03,30.91,1.303,630.78
21,153,0.0,14.38,13.54,97.55,1.729,3.11
1,137,1.79,14.57,15.24,89.99,6.169,1.66
7,120,311.32,20.55,30.48,66.35,1.9,557.35
9,283,493.0,25.25,39.51,48.68,1.723,85.85
18,331,125.57,24.01,28.46,73.11,1.515,179.93
2,190,14.99,16.06,16.66,99.46,2.141,7.18
7,113,327.58,24.61,35.01,62.58,4.877,383.71
16,201,514.97,22.87,39.26,48.61,0.795,855.09
22,355,25.31,25.0,24.61,90.91,4.783,0.0
10,7,468.61,32.38,46.48,45.12,0.397,93.53
12,101,851.57,23.87,50.3,33.78,4.645,597.02
3,249,12.41,18.43,18.48,96.66,2.879,2.29
1,126,44.18,14.33,16.81,90.89,3.086,44.3
16,33,304.57,27.09,35.58,56.67,3.692,523.93
13,256,776.11,27.66,51.28,37.65,3.216,1273.02
5,305,10.95,25.9,26.11,85.83,0.88,41.57
20,254,0.94,19.28,19.68,99.91,0.478,0.0
10,270,634.78,26.44,45.9,40.31,5.835,1023.23
18,96,180.08,20.62,26.88,77.87,4.948,118.87
19,245,5.84,21.17,21.21,90.63,3.315,7.6
7,298,217.45,27.83,35.2,67.84,1.052,242.87
19,314,0.0,23.57,23.87,91.83,4.019,11.94
19,262,0.0,22.65,21.85,88.22,1.633,24.34
1,15,5.78,23.04,21.96,89.94,4.633,0.0
6,336,97.78,28.73,31.63,79.07,2.128,206.67
19,79,1.23,20.98,21.97,86.72,4.362,13.67
22,339,0.95,22.43,23.21,98.49,3.021,18.6
8,233,478.18,23.34,37.5,51.4,1.707,826.92
8,194,513.47,20.27,36.02,53.51,3.491,904.02
14,78,684.67,27.13,47.9,41.67,3.255,1106.1
4,208,0.0,14.77,14.43,95.15,1.714,10.02
0,103,16.03,16.3,16.82,93.46,1.227,0.0
2,152,4.99,15.15,14.9,95.16,2.95,3.79
7,291,237.39,26.58,33.31,67.01,1.83,181.66
16,142,545.68,22.3,39.93,54.48,1.385,897.67
13,229,883.18,24.3,53.95,31.62,5.962,621.68
23,257,29.88,17.58,17.27,97.76,3.85,30.35
13,145,968.35,24.93,55.36,34.36,2.864,1534.55
2,210,0.14,15.99,16.17,89.05,1.949,24.45
19,119,0.0,16.53,16.24,90.75,2.77,0.0
7,354,181.43,30.87,36.66,67.88,4.683,326.9
11,174,1027.88,20.66,52.16,38.98,0.329,679.94
20,112,20.53,17.24,17.34,96.62,5.02,21.46
22,151,24.3,10.73,11.14,89.23,3.163,24.87
0,188,4.6,13.63,13.78,94.58,4.324,2.18
4,65,1.66,19.94,20.98,95.11,3.277,13.48
10,29,493.7,31.67,47.11,45.35,0.811,327.25
11,52,625.75,30.45,49.83,35.25,2.165,1018.07
6,212,234.91,20.08,26.96,77.53,4.772,170.05
16,35,284.72,31.72,41.97,62.54,1.996,190.66
19,62,7.23,24.25,24.03,83.31,1.972,0.0
14,92,729.04,24.93,47.62,38.47,2.589,1188.66
20,292,16.58,22.55,22.75,99.43,1.059,0.0
6,25,124.59,26.55,31.06,83.98,3.154,88.7
15,240,612.75,25.67,44.0,44.55,0.927,412.63
7,359,192.42,26.99,33.37,66.11,2.311,127.45
2,252,20.11,17.77,16.9,93.1,1.721,3.69
16,37,305.58,32.08,41.72,58.24,4.641,488.61
19,100,0.0,18.77,18.88,92.35,3.218,2.14
2,266,7.43,19.72,20.25,96.32,1.038,0.0
17,124,357.02,20.77,31.69,68.64,1.64,610.3
15,213,664.9,22.57,43.54,46.78,6.652,1102.69
17,255,328.58,24.67,35.51,68.46,2.145,370.46
8,365,307.24,31.16,40.76,62.01,1.745,502.22
1,109,8.2,17.7,17.26,95.11,1.133,18.71
4,7,33.84,26.12,25.38,100.0,4.207,39.75
11,324,506.94,31.26,47.31,39.01,1.104,94.62
16,295,336.85,30.19,41.3,61.2,4.097,573.82
22,147,0.0,12.16,12.85,98.84,3.616,0.0
17,312,228.57,28.55,35.84,70.21,1.085,178.13
1,275,6.26,20.21,19.51,97.15,0.026,2.39
3,280,18.7,21.04,22.85,93.38,0.386,15.17
7,183,366.74,20.75,33.0,60.81,1.293,628.89
15,131,694.07,21.95,43.19,46.32,2.497,472.25
7,238,324.99,23.02,32.97,65.04,1.622,579.93
10,304,549.37,29.11,47.12,38.9,2.163,876.34
15,324,375.79,30.84,43.83,50.57,1.656,617.35
7,94,314.71,24.47,32.05,67.99,2.677,239.62
15,77,499.86,27.32,43.46,51.91,1.678,834.61
11,348,503.42,33.65,48.53,31.88,1.352,808.43
5,286,0.0,21.98,21.9,88.12,1.092,7.09
0,12,4.25,20.39,22.19,100.0,2.433,2.49
1,14,0.0,24.91,26.06,97.82,2.546,14.72
10,52,550.41,29.85,45.87,42.39,2.76,403.83
21,56,1.47,24.81,26.04,93.68,5.979,7.82
5,108,6.98,18.73,19.62,90.32,0.404,0.0
8,292,346.77,24.89,35.33,52.69,2.132,585.97
15,338,362.09,32.93,43.28,49.21,1.31,633.88
18,54,128.92,23.37,28.9,74.81,1.311,125.96
10,192,872.72,23.53,50.87,38.42,3.119,1398.72
15,91,589.39,26.19,44.14,50.25,4.585,386.97
9,229,661.31,23.43,44.18,42.96,0.162,466.42
7,276,271.45,23.72,33.52,70.32,1.951,451.54
19,291,23.57,24.65,24.73,91.65,7.111,33.46
14,98,721.89,27.29,50.05,34.3,1.147,1178.16
23,323,0.0,21.61,22.01,94.38,2.0,0.0
10,243,745.08,27.12,51.37,37.5,4.155,821.49
17,219,357.89,20.39,32.43,69.12,0.183,259.15
8,132,538.48,23.9,40.4,56.93,3.574,923.42
6,14,139.19,25.02,28.41,86.73,6.708,205.99
20,270,3.59,18.08,19.05,97.44,5.778,0.0
19,116,22.69,16.97,17.81,89.49,1.893,48.19
3,158,0.0,13.44,12.5,96.02,1.44,0.0
4,226,47.23,14.95,15.56,100.0,2.802,100.65
11,210,957.51,23.1,52.49,29.39,0.999,1538.65
20,333,1.22,26.01,26.44,96.89,2.549,0.0
20,231,9.27,17.75,17.86,96.24,0.61,0.0
5,100,25.03,17.4,17.84,94.57,1.722,26.12
18,336,128.6,29.82,32.99,81.5,2.915,69.84
16,284,353.4,28.85,40.44,53.43,5.749,426.43
20,93,4.52,19.29,19.17,97.1,1.022,0.0
7,159,364.69,17.68,30.21,63.73,2.576,274.07
17,241,346.04,21.78,32.4,68.41,1.381,580.26
18,274,154.51,26.69,32.05,77.96,3.236,277.8
10,219,831.85,25.98,51.56,37.47,2.889,582.1
5,281,26.44,23.3,23.12,91.57,2.63,26.09
4,147,13.58,13.43,13.63,94.63,1.335,37.11
5,93,9.4,20.98,20.67,91.82,1.175,0.0
20,199,0.0,17.17,17.15,89.26,1.259,0.0
6,309,141.93,29.7,34.97,79.3,1.277,88.9
11,55,651.2,29.57,51.15,38.93,4.674,717.67
14,167,898.6,22.03,51.28,33.39,1.684,1463.53
2,231,30.21,19.25,18.02,96.05,2.068,51.69
0,249,17.85,18.88,19.25,99.07,2.388,14.13
0,50,0.31,23.22,23.21,98.53,3.793,0.0
4,192,0.0,14.6,16.24,89.13,2.813,9.78
19,239,2.78,19.45,19.94,87.97,4.274,20.6
3,128,13.15,18.27,19.48,93.78,1.474,14.19
4,101,3.69,18.59,17.71,94.14,4.77,11.85
14,50,545.03,29.42,46.34,44.92,3.092,885.57
6,333,138.69,27.76,32.54,73.35,0.241,237.69
1,249,1.85,17.54,18.53,93.95,2.486,28.52
17,272,246.52,27.17,35.56,67.12,2.732,197.65
14,82,672.99,28.25,50.4,42.89,1.913,470.72
12,192,1019.01,24.31,56.95,32.36,2.487,1095.21
7,302,216.62,27.86,34.41,64.94,1.67,377.35
13,116,904.28,23.52,51.62,39.2,3.289,1474.53
15,224,669.31,24.96,45.94,52.3,3.046,113.53
20,253,36.21,19.94,21.22,99.77,2.436,35.12
8,203,537.29,20.69,39.46,54.65,3.252,904.63
4,228,22.02,15.28,15.01,95.24,2.156,4.95
16,296,334.49,26.99,37.9,56.21,2.558,218.17
5,160,15.02,17.24,17.71,87.31,1.343,9.03
8,226,497.9,22.75,38.02,51.89,3.355,316.13
1,9,0.0,23.13,23.95,99.5,0.99,0.0
12,122,963.02,26.85,57.99,27.65,4.589,602.08
12,13,545.96,33.05,52.07,36.37,2.237,872.17
21,208,2.9,14.54,14.0,95.46,0.669,17.37
20,27,4.57,23.17,23.65,96.55,2.749,3.2
3,131,0.0,16.68,16.05,96.24,2.985,11.87
17,117,337.45,21.52,30.78,64.63,3.372,245.46
1,261,3.94,20.72,20.24,100.0,0.79,7.53
11,337,530.18,33.04,49.95,38.31,1.664,841.26
23,88,9.03,16.77,16.38,94.68,4.496,2.94
11,356,479.28,33.62,47.68,37.57,2.034,797.16
0,303,0.0,23.79,22.41,89.44,2.853,4.47
5,258,0.0,19.99,19.95,88.55,1.912,14.84
5,60,0.0,23.78,23.7,92.47,0.464,1.9
6,323,144.85,27.41,31.52,79.5,6.154,239.3
17,232,334.76,21.74,32.06,69.83,5.233,243.26
13,72,767.23,27.25,50.99,35.38,1.853,487.06
22,67,0.0,20.3,20.13,96.1,4.239,19.18
16,356,270.13,31.39,40.62,63.36,2.499,485.58
4,158,2.17,15.24,14.35,92.62,3.011,0.0
14,174,918.15,22.01,48.73,35.93,3.453,1487.07
14,49,585.49,29.23,47.05,43.28,4.756,398.38
13,299,590.8,29.9,48.16,35.83,2.739,957.18
1,271,24.59,19.69,20.1,91.41,1.253,29.95
23,321,9.52,20.09,20.54,90.98,2.312,9.14
22,314,11.52,19.84,20.65,92.32,4.197,12.91
19,234,24.66,21.26,21.55,88.93,5.495,15.91
3,41,0.0,22.09,21.03,98.54,3.259,0.78
13,98,843.06,28.17,55.56,32.39,2.562,1326.6
4,20,0.0,22.0,22.02,95.08,3.36,10.7
20,50,6.97,21.98,22.09,95.01,1.609,0.0
11,193,984.13,22.46,52.77,39.69,4.753,653.47
9,103,636.3,24.89,44.5,46.09,2.524,1043.03
7,84,304.21,25.58,35.75,64.2,2.483,518.32
13,193,984.47,23.75,53.84,26.46,2.485,1581.19
14,164,876.09,22.96,49.54,40.05,3.634,613.3
23,17,0.0,22.27,21.42,95.21,0.446,1.66
4,204,27.45,13.37,13.56,98.47,1.522,52.6
17,37,209.38,29.65,35.98,62.36,1.577,144.53
22,357,0.03,23.83,23.37,99.43,0.908,2.97
5,288,0.0,23.71,24.31,86.08,2.74,8.54
21,347,6.35,23.83,22.94,96.77,1.221,0.0
2,161,13.41,13.02,13.74,92.81,1.72,3.92
1,326,2.85,21.79,22.47,92.73,1.473,16.12
13,284,676.2,28.99,48.98,34.66,1.509,1067.8
10,328,437.35,32.12,45.75,46.35,3.516,733.49
12,8,541.18,31.49,48.73,32.53,3.148,879.18
17,48,214.29,28.56,34.31,68.16,1.426,378.0
5,33,0.0,26.25,27.94,88.9,1.081,26.58
10,253,723.16,25.6,47.77,44.19,2.527,501.76
1,308,3.41,21.1,21.03,93.56,2.197,0.0
15,85,561.25,25.97,42.3,45.77,2.925,403.31
16,231,476.72,22.14,36.21,49.66,0.626,338.69
13,238,892.67,26.15,53.24,34.25,1.727,1410.16
10,254,703.68,25.18,47.8,39.12,2.562,474.78
19,23,20.54,26.89,26.82,90.72,2.467,24.17
3,156,0.0,14.97,15.74,97.59,1.317,13.7
15,64,505.32,27.55,42.89,52.6,3.873,353.32
19,145,0.0,15.97,16.21,88.23,2.578,16.96
17,131,359.08,21.64,32.57,63.03,4.87,430.95
1,358,0.0,23.06,21.9,88.76,2.931,0.0
8,178,538.36,21.06,36.41,56.06,0.982,400.79
9,294,464.88,29.32,43.99,45.45,3.076,724.69
6,238,191.64,22.5,26.95,70.43,4.12,321.13
2,43,42.69,19.13,21.21,92.15,5.073,36.34
10,175,875.42,22.01,50.18,40.62,1.134,1430.17
19,118,0.0,17.45,18.95,92.27,3.698,7.0
13,76,737.14,29.37,53.42,35.86,2.981,1149.03
16,296,319.07,31.24,42.96,57.67,2.895,558.46
12,155,1007.83,25.86,57.38,25.5,0.988,1601.57
21,38,31.88,21.94,22.72,95.37,6.509,30.24
8,317,311.2,30.72,39.7,57.12,1.576,498.52
13,107,879.81,27.14,55.1,34.15,3.887,1390.75
7,167,372.93,15.95,28.83,65.35,1.558,447.62
11,241,848.28,26.18,53.27,31.31,2.936,1318.35
16,285,368.37,28.46,39.76,52.88,1.164,645.4
7,266,290.18,23.79,33.37,66.2,3.053,186.08
6,277,168.82,26.81,32.82,79.75,3.527,116.07
18,355,118.67,27.3,30.47,80.29,5.752,148.9
2,269,0.0,21.03,22.68,99.63,3.519,9.96
0,155,13.84,14.99,15.72,94.28,6.301,33.51
6,210,229.43,19.1,27.65,74.35,0.97,170.66
5,10,0.0,26.56,26.24,89.4,5.269,19.13
3,168,0.0,15.59,15.68,91.43,2.125,10.6
23,315,2.31,21.79,21.96,94.51,2.136,0.0
12,307,615.63,33.22,52.4,36.15,2.79,962.04
22,79,7.89,15.94,16.0,93.51,2.479,7.87
5,358,0.0,26.67,26.91,89.93,2.303,4.11
5,222,0.0,22.07,21.99,93.08,1.03,11.88
10,295,536.63,29.05,44.9,44.04,3.515,403.87
9,238,621.0,25.29,44.68,46.65,2.388,1029.77
7,262,291.76,24.39,33.23,67.13,2.956,498.74
1,93,20.67,19.23,18.09,91.64,3.061,36.38
3,224,0.25,15.58,16.07,93.04,3.411,25.1
12,9,556.9,35.74,51.79,34.24,0.803,892.52
15,258,557.7,25.51,42.64,45.61,3.038,375.43
12,241,905.28,27.33,55.97,34.83,3.024,1428.49
5,192,14.07,18.64,18.81,97.31,2.776,4.22
20,134,0.0,14.5,16.06,96.21,1.557,5.97
10,330,450.35,33.05,47.67,39.05,1.831,294.71
16,255,406.34,25.64,38.7,62.2,1.388,687.72
21,91,0.76,22.09,22.77,94.01,3.098,3.36
5,34,0.0,26.33,27.23,83.72,2.767,0.0
4,108,0.0,16.28,16.37,97.83,2.497,0.0
3,340,18.06,24.25,25.11,95.69,2.026,3.8
18,137,255.31,18.87,26.24,77.8,2.511,444.37
18,124,233.24,22.49,29.35,72.22,1.245,300.16
10,6,443.58,32.73,47.82,42.98,2.994,738.54
6,4,135.61,30.06,34.39,79.22,2.999,253.26
12,139,1018.87,25.88,58.91,30.34,3.084,1571.01
18,252,170.77,19.85,26.82,71.44,2.575,301.72
6,5,134.38,28.74,33.41,78.7,0.885,231.95
0,185,10.27,13.84,13.72,95.46,1.288,18.01
7,112,321.65,22.33,31.07,64.14,3.503,51.46
2,30,9.31,24.89,25.43,90.37,1.123,0.0
0,54,10.38,20.53,20.9,97.1,4.682,4.36
12,13,538.3,31.66,47.82,31.21,2.861,894.28
4,210,0.0,16.78,17.22,89.26,5.379,13.26
8,198,548.61,23.05,39.66,51.63,3.879,104.71
16,167,515.72,20.79,37.13,55.47,3.469,884.42
0,21,20.68,24.75,25.39,94.71,1.437,29.11
10,42,542.6,31.19,48.44,36.84,2.378,892.07
8,221,518.5,21.99,37.84,57.07,2.207,394.99
8,3,276.1,30.4,37.18,55.54,0.747,470.31
6,357,91.99,29.04,31.99,80.04,2.923,125.23
5,301,16.44,25.04,24.85,88.37,0.887,7.6
19,118,0.0,19.7,18.4,82.37,2.701,0.0
3,117,4.41,14.86,14.46,97.22,1.277,8.89
7,181,382.81,21.17,32.51,61.79,4.703,432.17
2,256,0.0,19.71,20.29,85.97,1.968,13.91
21,87,0.0,16.55,16.03,93.84,5.003,16.65
20,209,0.0,17.01,16.47,94.63,1.998,5.85
23,104,6.93,12.29,11.36,88.22,1.719,31.01
22,339,7.44,21.68,21.89,100.0,2.347,0.0
9,274,531.55,26.87,43.65,53.28,2.769,99.15
8,320,275.31,30.28,40.18,61.52,4.451,206.8
8,352,255.4,29.15,38.1,60.62,2.036,418.33
6,30,148.07,28.23,32.66,79.85,0.234,274.85
2,284,3.96,19.48,20.71,91.51,2.984,4.04
0,82,9.46,19.04,18.53,94.79,0.626,0.0
18,124,246.93,20.33,27.54,80.37,2.008,447.75
0,26,0.0,23.51,22.94,95.54,4.948,15.64
20,289,0.1,23.8,23.66,96.01,1.497,5.19
8,149,557.38,18.92,37.18,55.59,3.311,944.15
8,7,237.29,27.96,34.55,60.84,2.734,428.96
7,264,270.71,23.94,31.59,68.19,1.296,496.44
9,62,498.36,30.88,45.77,48.9,1.583,839.36
23,185,33.22,12.17,13.86,93.08,3.104,50.36
19,86,15.3,20.51,21.02,89.19,0.813,24.48
7,90,294.45,24.91,34.58,66.14,3.399,200.03
2,65,6.82,20.09,21.05,93.2,4.535,6.35
11,219,946.48,23.78,53.03,33.41,1.977,1482.46
21,45,0.0,22.98,22.4,91.11,0.729,6.87
21,265,0.0,18.95,19.62,93.27,5.996,6.43
14,140,854.49,22.51,48.68,37.35,3.161,595.87
23,219,0.0,14.1,14.86,92.22,1.517,3.18
9,42,442.86,28.93,44.54,51.11,4.729,328.67
15,247,601.0,24.65,42.92,47.4,4.722,428.82
22,94,3.4,15.98,14.27,98.36,1.341,9.22
0,151,0.0,14.09,14.33,93.17,2.63,3.88
2,280,17.42,18.8,18.55,98.9,2.821,24.09
19,302,10.09,26.16,26.38,87.96,3.094,33.96
15,145,687.66,20.8,41.62,48.42,1.324,451.13
12,66,699.11,29.1,52.5,31.78,1.611,1115.42
5,32,5.86,25.87,25.34,90.38,5.871,0.0
7,227,329.62,20.14,30.25,66.68,4.913,577.87
15,144,726.81,20.94,43.05,43.27,2.997,485.38
7,179,380.06,16.74,30.12,61.56,4.501,702.7
11,103,844.68,28.96,55.1,29.88,3.701,528.94
16,279,392.28,28.21,39.19,53.77,4.764,245.32
19,300,0.0,24.38,23.86,92.45,2.932,12.52
19,152,5.62,18.05,17.76,89.56,3.706,17.06
20,280,3.52,20.76,21.31,92.08,4.158,21.05
4,148,0.0,18.44,18.98,91.51,2.006,11.39
7,66,255.35,25.28,33.64,63.33,1.466,448.67
19,57,0.0,21.53,22.55,87.54,0.527,15.14
14,131,801.46,23.27,49.56,40.42,1.904,532.83
13,298,625.69,29.53,48.91,39.05,1.047,1021.99
21,50,0.0,20.41,17.87,97.15,2.14,1.39
19,118,8.5,17.01,16.74,87.97,1.189,30.65
4,315,0.0,23.06,23.55,96.63,2.026,1.54
20,307,17.97,25.04,25.94,100.0,3.058,27.11
23,227,7.21,17.17,15.92,95.48,2.885,13.24
0,139,0.0,18.12,18.09,98.42,3.116,8.89
21,2,0.0,24.88,24.94,100.0,3.602,0.0
22,38,0.0,20.24,19.81,95.45,3.751,12.64
17,22,176.81,31.23,36.23,74.3,2.42,207.66
21,359,4.15,23.61,24.88,94.66,3.5,9.91
7,29,199.63,27.65,33.45,68.12,1.581,372.93
7,257,273.87,23.5,32.02,67.35,1.852,467.6
21,96,0.0,19.96,20.61,95.71,1.848,0.0
3,67,3.09,21.51,21.64,89.04,2.437,21.74
18,52,160.19,26.23,31.61,70.9,1.282,129.11
0,306,17.61,20.32,21.13,98.88,2.594,17.15
19,351,2.85,24.14,23.27,88.01,2.979,18.51
19,263,0.0,20.95,20.25,91.65,4.302,3.76
13,196,984.3,23.78,54.87,36.98,1.452,1548.95
8,255,425.72,25.55,39.44,61.14,0.753,745.77
10,183,906.9,19.75,48.89,40.5,0.719,1486.82
10,69,630.86,25.6,44.28,40.99,1.994,411.37
16,337,314.88,34.42,43.83,54.89,4.898,485.3
21,135,10.98,19.0,19.62,92.39,1.117,7.11
11,156,1002.14,23.64,55.48,28.4,3.754,1580.46
23,116,7.64,14.66,14.64,91.88,1.013,30.44
8,258,425.38,27.21,40.8,57.22,1.342,306.36
19,129,6.72,18.8,18.25,95.73,1.612,0.0
4,207,6.09,15.27,15.99,97.85,2.562,0.0
21,185,10.52,13.75,13.46,94.67,0.676,0.03
13,244,846.55,24.57,51.0,34.42,3.716,1369.89
9,12,383.69,29.64,42.39,49.07,2.28,646.71
3,209,1.15,14.56,15.09,89.64,3.077,10.49
14,154,900.33,24.22,51.91,32.47,3.202,986.72
14,112,761.03,24.88,48.14,33.95,2.671,1272.09
2,8,0.0,25.27,24.97,94.7,1.045,0.0
13,325,539.41,29.96,45.01,37.76,2.933,384.17
6,320,150.72,26.52,30.65,83.63,1.873,263.46
6,124,223.2,18.68,23.94,77.43,1.635,176.81
10,198,864.83,24.11,51.48,38.83,1.979,605.9
21,54,0.0,23.78,25.48,97.06,2.838,6.28
5,269,0.0,19.34,19.33,92.98,4.034,0.0
15,130,673.82,22.85,45.34,46.99,3.119,121.19
5,330,7.05,26.92,25.97,94.97,2.775,1.11
11,345,491.51,33.46,48.5,43.34,1.932,548.15
